source,target
SYN_disk_like_r009_c002,SYN_disk_like_r009_c003
SYN_disk_like_r009_c002,SYN_disk_like_r010_c002
SYN_disk_like_r009_c003,SYN_disk_like_r009_c004
SYN_disk_like_r009_c003,SYN_disk_like_r010_c003
SYN_disk_like_r009_c004,SYN_disk_like_r009_c005
SYN_disk_like_r009_c004,SYN_disk_like_r010_c004
SYN_disk_like_r009_c005,SYN_disk_like_r009_c006
SYN_disk_like_r009_c005,SYN_disk_like_r010_c005
SYN_disk_like_r009_c006,SYN_disk_like_r009_c007
SYN_disk_like_r009_c006,SYN_disk_like_r010_c006
SYN_disk_like_r009_c007,SYN_disk_like_r009_c008
SYN_disk_like_r009_c007,SYN_disk_like_r010_c007
SYN_disk_like_r009_c008,SYN_disk_like_r009_c009
SYN_disk_like_r009_c008,SYN_disk_like_r010_c008
SYN_disk_like_r009_c009,SYN_disk_like_r009_c010
SYN_disk_like_r009_c009,SYN_disk_like_r010_c009
SYN_disk_like_r009_c010,SYN_disk_like_r009_c011
SYN_disk_like_r009_c010,SYN_disk_like_r010_c010
SYN_disk_like_r009_c011,SYN_disk_like_r009_c012
SYN_disk_like_r009_c011,SYN_disk_like_r010_c011
SYN_disk_like_r009_c012,SYN_disk_like_r009_c013
SYN_disk_like_r009_c012,SYN_disk_like_r010_c012
SYN_disk_like_r009_c013,SYN_disk_like_r009_c014
SYN_disk_like_r009_c013,SYN_disk_like_r010_c013
SYN_disk_like_r009_c014,SYN_disk_like_r010_c014
SYN_disk_like_r010_c002,SYN_disk_like_r010_c003
SYN_disk_like_r010_c002,SYN_disk_like_r011_c002
SYN_disk_like_r010_c003,SYN_disk_like_r010_c004
SYN_disk_like_r010_c003,SYN_disk_like_r011_c003
SYN_disk_like_r010_c004,SYN_disk_like_r010_c005
SYN_disk_like_r010_c004,SYN_disk_like_r011_c004
SYN_disk_like_r010_c005,SYN_disk_like_r010_c006
SYN_disk_like_r010_c005,SYN_disk_like_r011_c005
SYN_disk_like_r010_c006,SYN_disk_like_r010_c007
SYN_disk_like_r010_c006,SYN_disk_like_r011_c006
SYN_disk_like_r010_c007,SYN_disk_like_r010_c008
SYN_disk_like_r010_c007,SYN_disk_like_r011_c007
SYN_disk_like_r010_c008,SYN_disk_like_r010_c009
SYN_disk_like_r010_c008,SYN_disk_like_r011_c008
SYN_disk_like_r010_c009,SYN_disk_like_r010_c010
SYN_disk_like_r010_c009,SYN_disk_like_r011_c009
SYN_disk_like_r010_c010,SYN_disk_like_r010_c011
SYN_disk_like_r010_c010,SYN_disk_like_r011_c010
SYN_disk_like_r010_c011,SYN_disk_like_r010_c012
SYN_disk_like_r010_c011,SYN_disk_like_r011_c011
SYN_disk_like_r010_c012,SYN_disk_like_r010_c013
SYN_disk_like_r010_c012,SYN_disk_like_r011_c012
SYN_disk_like_r010_c013,SYN_disk_like_r010_c014
SYN_disk_like_r010_c013,SYN_disk_like_r011_c013
SYN_disk_like_r010_c014,SYN_disk_like_r011_c014
SYN_disk_like_r011_c002,SYN_disk_like_r011_c003
SYN_disk_like_r011_c003,SYN_disk_like_r011_c004
SYN_disk_like_r011_c003,SYN_disk_like_r012_c003
SYN_disk_like_r011_c004,SYN_disk_like_r011_c005
SYN_disk_like_r011_c004,SYN_disk_like_r012_c004
SYN_disk_like_r011_c005,SYN_disk_like_r011_c006
SYN_disk_like_r011_c005,SYN_disk_like_r012_c005
SYN_disk_like_r011_c006,SYN_disk_like_r011_c007
SYN_disk_like_r011_c006,SYN_disk_like_r012_c006
SYN_disk_like_r011_c007,SYN_disk_like_r011_c008
SYN_disk_like_r011_c007,SYN_disk_like_r012_c007
SYN_disk_like_r011_c008,SYN_disk_like_r011_c009
SYN_disk_like_r011_c008,SYN_disk_like_r012_c008
SYN_disk_like_r011_c009,SYN_disk_like_r011_c010
SYN_disk_like_r011_c009,SYN_disk_like_r012_c009
SYN_disk_like_r011_c010,SYN_disk_like_r011_c011
SYN_disk_like_r011_c010,SYN_disk_like_r012_c010
SYN_disk_like_r011_c011,SYN_disk_like_r011_c012
SYN_disk_like_r011_c011,SYN_disk_like_r012_c011
SYN_disk_like_r011_c012,SYN_disk_like_r011_c013
SYN_disk_like_r011_c012,SYN_disk_like_r012_c012
SYN_disk_like_r011_c013,SYN_disk_like_r011_c014
SYN_disk_like_r011_c013,SYN_disk_like_r012_c013
SYN_disk_like_r012_c003,SYN_disk_like_r012_c004
SYN_disk_like_r012_c004,SYN_disk_like_r012_c005
SYN_disk_like_r012_c004,SYN_disk_like_r013_c004
SYN_disk_like_r012_c005,SYN_disk_like_r012_c006
SYN_disk_like_r012_c005,SYN_disk_like_r013_c005
SYN_disk_like_r012_c006,SYN_disk_like_r012_c007
SYN_disk_like_r012_c006,SYN_disk_like_r013_c006
SYN_disk_like_r012_c007,SYN_disk_like_r012_c008
SYN_disk_like_r012_c007,SYN_disk_like_r013_c007
SYN_disk_like_r012_c008,SYN_disk_like_r012_c009
SYN_disk_like_r012_c008,SYN_disk_like_r013_c008
SYN_disk_like_r012_c009,SYN_disk_like_r012_c010
SYN_disk_like_r012_c009,SYN_disk_like_r013_c009
SYN_disk_like_r012_c010,SYN_disk_like_r012_c011
SYN_disk_like_r012_c010,SYN_disk_like_r013_c010
SYN_disk_like_r012_c011,SYN_disk_like_r012_c012
SYN_disk_like_r012_c011,SYN_disk_like_r013_c011
SYN_disk_like_r012_c012,SYN_disk_like_r012_c013
SYN_disk_like_r012_c012,SYN_disk_like_r013_c012
SYN_disk_like_r013_c004,SYN_disk_like_r013_c005
SYN_disk_like_r013_c005,SYN_disk_like_r013_c006
SYN_disk_like_r013_c005,SYN_disk_like_r014_c005
SYN_disk_like_r013_c006,SYN_disk_like_r013_c007
SYN_disk_like_r013_c006,SYN_disk_like_r014_c006
SYN_disk_like_r013_c007,SYN_disk_like_r013_c008
SYN_disk_like_r013_c007,SYN_disk_like_r014_c007
SYN_disk_like_r013_c008,SYN_disk_like_r013_c009
SYN_disk_like_r013_c008,SYN_disk_like_r014_c008
SYN_disk_like_r013_c009,SYN_disk_like_r013_c010
SYN_disk_like_r013_c009,SYN_disk_like_r014_c009
SYN_disk_like_r013_c010,SYN_disk_like_r013_c011
SYN_disk_like_r013_c010,SYN_disk_like_r014_c010
SYN_disk_like_r013_c011,SYN_disk_like_r013_c012
SYN_disk_like_r013_c011,SYN_disk_like_r014_c011
SYN_disk_like_r014_c005,SYN_disk_like_r014_c006
SYN_disk_like_r014_c006,SYN_disk_like_r014_c007
SYN_disk_like_r014_c007,SYN_disk_like_r014_c008
SYN_disk_like_r014_c008,SYN_disk_like_r014_c009
SYN_disk_like_r014_c008,SYN_disk_like_r015_c008
SYN_disk_like_r014_c009,SYN_disk_like_r014_c010
SYN_disk_like_r014_c010,SYN_disk_like_r014_c011
